,voice,acc
9603,0.98405,4.90782
9604,2.44089,7.17175
9605,3.56103,12.00426
9606,8.21071,5.76285
9607,2.45613,7.41767
9608,2.67355,8.09655
9609,3.07032,9.94842
9610,4.89335,10.28665
9611,3.47757,9.28136
9612,2.6556,7.4674
9613,1.57382,10.69702
9614,1.24591,9.10124
9615,3.27219,8.2138
9616,5.16822,6.80547
9617,6.25562,3.61092
9618,6.2293,6.00034
9619,7.41654,3.77961
9620,5.63914,6.0567
9621,4.55171,9.71938
9622,3.81803,6.36632
9623,5.55164,10.75161
9624,6.9899,12.24195
9625,4.86762,4.27295
9626,3.29877,7.5675
9627,3.82498,8.75861
9628,2.26747,7.9212
9629,5.67803,11.76871
9630,2.04855,7.47707
9631,7.67424,4.868
9632,6.67289,2.35878
9633,2.04305,4.1774
9634,-22.35767,3.49603
9635,-46.02165,2.4456
9636,-72.49159,2.6374
9637,,
9638,,
9639,,
9640,,
9641,,
9642,,
9643,,
9644,,
9645,,
9646,,
9647,,
9648,,
9649,,
9650,,
9651,,
9652,,
9653,12.9882,16.01561
9654,14.1603,15.61606
9655,12.69209,16.10172
9656,12.39591,15.97618
9657,-3.25422,6.56781
9658,-22.88359,4.82445
9659,-31.67782,5.24179
9660,-30.45014,5.38836
9661,-40.32799,2.48209
9662,-40.89867,3.56181
9663,-42.65443,2.65575
9664,-40.80307,4.49492
9665,-30.04696,5.8039
9666,-22.43074,4.78363
9667,-23.7195,4.95749
9668,-25.05722,4.25685
9669,-21.87577,6.01361
9670,-17.83558,3.82089
9671,-21.3119,6.18357
9672,-18.76364,4.65529
9673,-19.10247,5.64962
9674,-21.24164,5.66193
9675,-38.7047,3.68349
9676,-41.02624,3.29084
9677,-43.04003,2.31964
9678,-44.28828,2.81194
9679,-36.95335,4.65068
9680,-28.51191,4.86092
9681,-30.74378,4.49123
9682,-26.85447,3.99798
9683,-22.4625,4.44706
9684,-25.97623,3.55189
9685,-17.98061,7.98362
9686,-19.30686,9.5604
9687,-20.31899,9.46507
9688,-19.13723,9.77234
9689,-18.50254,8.52669
9690,-19.02251,9.65788
9691,-19.12087,10.4427
9692,3.93814,8.15844
9693,7.82739,7.50247
9694,5.2492,7.95493
9695,4.72552,7.33345
9696,4.63066,8.9551
9697,8.31041,8.14564
9698,8.21428,9.22291
9699,7.89496,9.09431
9700,5.65424,9.35126
9701,4.61532,8.45243
9702,7.01501,8.62033
9703,8.82552,8.38791
9704,7.52005,7.80568
9705,-0.02879,8.37005
9706,4.54722,8.27619
9707,6.00056,8.48642
9708,5.38174,8.464
9709,7.73866,8.80411
9710,4.53423,8.02038
9711,6.62766,9.491
9712,8.1129,7.98611
9713,6.50778,7.79092
9714,6.06598,8.63513
9715,2.77912,8.29781
9716,7.46789,7.72568
9717,6.33453,8.61253
9718,6.04653,8.84953
9719,1.41748,10.00511
9720,4.69222,8.22462
9721,8.90573,9.38362
9722,5.94656,7.83889
9723,4.29706,7.18555
9724,5.06526,7.96317
9725,2.99039,6.40757
9726,0.01498,6.44757
9727,-0.01814,8.30415
9728,-22.43853,10.14989
9729,-21.76724,9.90883
9730,-21.52922,10.2709
9731,1.09137,7.15834
9732,1.26197,7.1892
9733,1.25217,6.41645
9734,1.69842,7.66373
9735,1.46849,6.84197
9736,1.23726,6.18064
9737,0.71203,6.40533
9738,1.78711,7.57104
9739,1.57526,7.35218
9740,1.0855,6.8653
9741,1.48534,7.51403
9742,1.02422,7.19109
9743,1.20725,6.34881
9744,1.45306,7.50788
9745,1.62562,7.36434
9746,1.27126,6.92
9747,0.8348,6.67197
9748,1.34359,7.52125
9749,1.66725,7.22303
9750,1.07858,6.02642
9751,0.69758,8.0915
9752,1.59964,7.24713
9753,1.37116,7.21107
9754,0.94641,6.71593
9755,1.04471,7.86739
9756,0.78434,7.69449
9757,1.03504,5.74514
9758,1.01498,7.8669
9759,1.29556,6.17265
9760,1.06171,6.31404
9761,1.16762,6.27863
9762,-0.22373,7.81544
9763,-16.0125,8.73769
9764,-15.25938,8.77975
9765,-15.10471,8.16748
9766,-19.29405,9.59629
9767,-18.69323,9.44295
9768,-19.74773,8.50672
9769,-20.42324,8.88617
9770,-20.42475,9.47729
9771,-17.68033,9.61304
9772,-19.42637,9.28399
9773,4.24551,7.51208
9774,6.48421,7.92689
9775,7.39875,7.13341
9776,6.51608,9.22076
9777,2.65351,8.19063
9778,8.8041,9.55766
9779,4.29046,7.48467
9780,4.441,8.98223
9781,4.25639,9.51591
9782,3.99734,8.51562
9783,3.84565,7.64856
9784,5.63821,7.45079
9785,4.67815,9.11473
9786,-1.34556,9.31256
9787,1.64144,8.56266
9788,7.42443,8.0152
9789,8.38858,8.83256
9790,7.14557,8.7316
9791,7.4615,8.13095
9792,7.40861,8.15874
9793,7.56925,8.6622
9794,7.70465,8.25166
9795,5.1329,6.04311
9796,3.50804,8.4217
9797,6.98756,8.66586
9798,7.61093,9.77159
9799,6.10199,9.04697
9800,7.18743,10.49159
9801,4.69229,8.89196
9802,5.12693,8.88528
9803,3.24328,9.33225
9804,2.87551,6.97921
9805,3.93172,9.26365
9806,1.77008,7.52345
9807,0.45549,7.59248
9808,-0.05021,6.97367
9809,-15.66926,10.22158
9810,-24.21597,10.96352
9811,-20.86786,9.99683
9812,1.08441,8.6734
9813,1.24875,6.27184
9814,1.76537,8.48359
9815,1.44254,7.71571
9816,1.61799,7.90797
9817,1.02326,6.13322
9818,0.36888,7.09363
9819,1.36984,8.03994
9820,1.32272,6.83689
9821,1.05317,6.49243
9822,0.20436,7.94416
9823,0.6612,7.01223
9824,0.90428,5.74927
9825,1.34132,7.17567
9826,1.03026,6.76585
9827,1.324,6.80601
9828,1.20736,7.05474
9829,0.89225,7.65307
9830,1.78135,7.54882
9831,1.33831,6.20146
9832,1.22933,6.08792
9833,1.48573,7.86927
9834,1.24607,7.23752
9835,1.18722,6.61499
9836,0.66376,6.41679
9837,0.76537,6.69013
9838,0.83929,5.87385
9839,0.38905,7.40337
9840,0.846,7.29149
9841,-0.41318,9.63253
9842,-20.68989,10.85402
9843,-21.10572,10.51805
9844,-22.99435,10.1024
9845,-18.96016,9.78614
9846,-23.45359,9.08906
9847,-23.60946,9.0523
9848,-23.08621,10.46083
9849,-24.5732,10.74107
9850,-23.24205,10.6798
9851,-23.97347,10.63546
9852,-26.33267,9.66796
9853,-34.23169,10.11353
9854,-27.54323,10.24811
9855,-19.48637,7.70914
9856,-33.05442,7.83688
9857,-39.95491,5.8814
9858,-41.67592,5.28282
9859,-44.33014,3.24013
9860,-42.12895,3.61956
9861,-41.61446,2.95639
9862,-39.23,4.06929
9863,-45.31644,2.64388
9864,-46.46849,2.45993
9865,-44.13909,2.14489
9866,-35.48897,4.43707
9867,-31.04731,6.97822
9868,-32.9071,5.2129
9869,-20.46616,5.14589
9870,-14.88286,6.90125
9871,-26.23399,6.63182
9872,-27.68438,4.22227
9873,-25.46627,5.4067
9874,-8.58955,6.04568
9875,3.30242,5.44173
9876,1.53686,5.13284
9877,-0.54199,8.62582
9878,7.02213,7.59553
9879,6.12403,3.8164
9880,3.33713,8.54812
9881,-0.239,9.7078
9882,8.84375,7.91609
9883,10.14707,7.1049
9884,4.1775,9.44505
9885,7.8556,9.99661
9886,8.42135,7.63702
9887,9.2499,10.57902
9888,-0.82733,12.56432
9889,4.88263,6.22892
9890,5.72238,5.56454
9891,5.18123,6.07883
9892,3.72565,6.91048
9893,7.25913,6.71492
9894,6.94017,7.15598
9895,4.02667,8.46769
9896,7.34611,8.21198
9897,7.08709,6.81502
9898,7.30963,5.17713
9899,6.49661,5.46792
9900,8.57979,7.95043
9901,3.08351,9.30727
9902,10.34606,7.80917
9903,6.79828,5.60196
9904,6.2332,7.29394
9905,0.63851,8.38154
9906,-0.38332,11.2684
9907,-8.37218,10.97742
9908,-18.99658,10.23104
9909,-5.32676,11.72585
9910,8.35968,8.91051
9911,9.5933,8.67442
9912,6.61697,9.56146
9913,7.42115,10.59411
9914,10.6058,10.01888
9915,8.59816,9.44595
9916,5.01321,8.78111
9917,8.34942,9.06916
9918,8.01621,5.39318
9919,8.06006,7.35301
9920,9.33798,8.74497
9921,7.33676,8.49098
9922,-0.16818,10.58671
9923,-2.14345,10.58842
9924,8.32982,10.07844
9925,8.93848,7.28537
9926,7.41368,9.87634
9927,9.3462,9.01993
9928,11.03327,8.51482
9929,6.65821,9.69526
9930,10.62567,8.63562
9931,5.93846,9.07027
9932,6.58714,5.95071
9933,-0.0353,1.87771
9934,-14.20905,1.5463
9935,-10.45965,1.59943
9936,-18.53324,1.57594
9937,-7.5567,1.56226
9938,1.58288,1.61687
9939,3.2256,3.18742
9940,7.08542,2.56746
9941,5.09404,3.03534
9942,2.18994,3.73851
9943,8.42749,2.86112
9944,8.30103,2.88851
9945,6.51526,2.92595
9946,5.90179,3.509
9947,0.24815,2.51586
9948,4.87976,3.27095
9949,6.95786,3.93511
9950,4.47034,2.95661
9951,6.17406,3.6809
9952,6.41786,3.72012
9953,5.29557,3.61285
9954,3.25027,2.23037
9955,3.22567,3.36117
9956,2.78379,4.15199
9957,1.82269,5.81146
9958,1.83805,5.50677
9959,0.89747,5.90283
9960,1.21546,6.11618
9961,1.40455,6.88408
9962,0.56222,6.35478
9963,0.44462,6.70872
9964,0.57567,5.84435
9965,0.6244,5.90068
9966,0.91261,4.95749
9967,0.70682,6.47148
9968,1.19912,6.77596
9969,0.91984,7.27236
9970,1.18927,6.30334
9971,1.43217,0.6942
9972,0.40128,5.76067
9973,2.55184,7.14853
9974,3.96749,9.60363
9975,3.88891,11.41017
9976,4.06589,12.20452
9977,4.34469,12.94515
9978,4.56747,13.20134
9979,5.01656,13.88674
9980,5.42457,14.5433
9981,5.89905,15.10809
9982,6.38886,15.34972
9983,7.56856,15.57089
9984,-60.50734,0.80659
9985,-64.75879,0.95682
9986,-35.91292,5.16498
9987,-16.65942,4.1313
9988,-63.1692,0.71128
9989,-63.90055,1.244
9990,-30.84244,5.18391
9991,-17.36762,4.26887
9992,-62.24922,1.11015
9993,-62.87232,1.80268
9994,-59.11426,2.38299
9995,-64.69787,1.4643
9996,-64.52983,1.43048
9997,-61.34337,1.71781
9998,-63.35971,1.33278
9999,-64.66765,1.82169
10000,-65.00609,2.06071
10001,-63.4247,2.46472
10002,-62.41535,2.62679
10003,-64.54506,1.99207
10004,-62.1544,2.30456
10005,-64.25177,1.89879
10006,-66.83843,1.78148
10007,-63.67427,2.28233
10008,-61.95644,5.85089
10009,-54.4249,8.07979
10010,-59.54934,8.10023
10011,-50.89867,9.54144
10012,-41.129,10.00362
10013,-40.48231,9.81232
10014,-39.62366,10.64538
10015,-49.06049,9.5795
10016,-48.12939,10.48159
10017,-56.11938,9.10627
10018,-58.86415,9.16755
10019,-59.3653,8.5967
10020,-55.26543,9.27794
10021,-58.20974,8.77998
10022,-63.26462,5.20311
10023,-65.7985,1.66839
10024,3.44335,5.90509
10025,2.52035,6.69536
10026,3.71266,7.38488
10027,3.43569,7.70286
10028,2.26008,8.76438
10029,3.86268,8.78159
10030,3.13719,8.10936
10031,3.62024,1.05351
10032,3.10361,10.65877
10033,3.54748,9.39689
10034,3.29214,9.39156
10035,4.38124,9.58693
10036,2.95337,8.76395
10037,3.49915,1.6176
10038,2.30877,1.02192
10039,5.09243,2.06605
10040,-64.18985,6.43962
10041,-67.68375,5.58579
10042,-67.33328,5.29211
10043,-66.4171,5.45179
10044,-58.8519,7.25177
10045,-56.83267,8.11787
10046,-61.22459,7.81127
10047,-64.70029,7.08276
10048,-65.55929,6.50258
10049,-68.46643,4.97213
10050,-66.80105,5.42814
10051,-64.85193,6.153
10052,-53.27517,6.98834
10053,-54.0934,6.65802
10054,-62.39348,6.79232
10055,-64.65904,6.15526
10056,-62.18792,6.662
10057,-68.7072,4.88342
10058,-67.05525,5.71959
10059,-62.63208,5.86365
10060,-51.71287,6.92752
10061,-43.47954,6.5285
10062,-57.97403,6.6132
10063,-7.21478,5.52351
10064,1.22428,4.29336
10065,2.31375,5.10042
10066,3.64502,4.98319
10067,3.03588,5.74184
10068,3.54066,5.96531
10069,2.4983,3.73044
10070,2.26515,4.76052
10071,2.10603,4.84147
10072,2.39989,5.36589
10073,2.18363,5.14366
10074,3.678,5.27431
10075,3.28115,5.93832
10076,3.83642,5.76116
10077,0.97541,3.62024
10078,2.14051,4.33873
10079,3.75936,4.47084
10080,7.14543,2.44705
10081,4.51851,1.19283
10082,5.74088,1.11952
10083,5.13399,1.02063
10084,7.28651,1.28814
10085,6.75627,1.40748
10086,6.79123,1.15917
10087,5.54074,2.42286
10088,3.74202,1.36294
10089,8.9705,6.81452
10090,7.33194,5.30075
10091,4.74544,6.31762
10092,-49.27622,8.14989
10093,-56.35779,8.28394
10094,-55.09047,8.78328
10095,-54.1383,10.1244
10096,-60.85144,3.0147
10097,-65.59379,5.55628
10098,-68.71448,5.17567
10099,-68.87168,5.61183
10100,-67.54906,5.42931
10101,-60.97199,6.84546
10102,-59.46861,8.22307
10103,-62.78556,6.60487
10104,-64.21555,6.53473
10105,-64.74484,6.70387
10106,-67.22348,5.42852
10107,-67.12335,5.50808
10108,-63.86856,6.33323
10109,-55.75857,6.69163
10110,-51.50827,7.57836
10111,-60.10877,6.57943
10112,-62.13816,6.51167
10113,3.71923,6.65702
10114,2.22857,4.52206
10115,2.21465,4.93504
10116,4.17077,5.39217
10117,2.61024,5.21467
10118,2.73269,4.51417
10119,1.36203,4.43012
10120,2.51705,4.78494
10121,2.29648,5.13429
10122,1.71232,5.12258
10123,2.9193,5.05681
10124,4.24319,6.00301
10125,2.35869,5.21295
10126,3.48291,4.76431
10127,1.55921,4.07901
10128,3.00247,5.3171
10129,5.78515,4.60248
10130,5.60933,1.36909
10131,5.04902,0.985
10132,4.72953,0.81618
10133,5.54142,0.97086
10134,8.35652,1.71088
10135,7.3391,1.39712
10136,5.28314,0.55622
10137,5.90008,4.15061
10138,3.28972,4.36
10139,-64.54317,1.98258
10140,-63.19933,2.57131
10141,-64.36301,2.39526
10142,-33.03536,3.61556
10143,-69.08397,0.37427
10144,-56.53745,2.8621
10145,-24.02433,3.5944
10146,-20.29011,3.50098
10147,-66.69017,0.81595
10148,-51.11957,4.11506
10149,-62.68622,2.09648
10150,-62.20991,1.99113
10151,-65.31641,1.87149
10152,-54.54756,4.07433
10153,-66.17743,1.84967
10154,-66.23943,2.22518
10155,3.23098,4.71156
10156,1.05547,4.69486
10157,2.28435,4.86996
10158,2.74976,6.09283
10159,4.04878,5.3385
10160,5.52729,5.17505
10161,1.96837,5.77768
10162,-0.75207,7.05289
10163,3.58814,6.06425
10164,1.47126,4.94965
10165,2.2217,5.45856
10166,3.06564,5.60412
10167,3.82216,5.87585
10168,5.56054,5.52009
10169,1.17449,5.6883
10170,1.38548,5.80169
10171,3.25206,0.7279
10172,4.03263,0.18851
10173,5.36411,1.13793
10174,4.20639,0.1581
10175,5.0852,-0.58583
10176,3.24715,-3.83885
10177,3.47394,-0.31689
10178,3.28724,3.70455
10179,1.72672,4.18445
10180,1.98826,5.16978
10181,3.88754,5.29291
10182,4.09929,5.36639
10183,3.67129,5.02175
10184,1.4579,3.52876
10185,2.4483,4.83426
10186,2.53601,4.65997
10187,1.84813,4.19189
10188,2.18534,4.63317
10189,4.28166,5.35171
10190,3.30515,5.50264
10191,3.83512,4.95378
10192,1.74974,4.3152
10193,3.11044,4.11044
10194,1.35029,4.84981
10195,1.64446,4.01174
10196,2.83061,4.94019
10197,4.84483,5.97035
10198,2.50786,6.414
10199,2.92265,5.10543
10200,1.50036,4.0108
10201,2.18238,4.16374
10202,5.60466,5.21301
10203,6.08876,1.75537
10204,5.7466,1.41963
10205,5.34712,1.35142
10206,5.85514,0.93068
10207,7.1035,1.24904
10208,7.16127,1.46617
10209,5.94313,0.80493
10210,5.5816,-2.06884
10211,1.06926,-21.89592
10212,-9.05654,3.12937
10213,-12.09347,2.57823
10214,-12.12642,-8.34006
10215,-12.49264,-8.58178
10216,-12.58474,-8.60342
10217,-12.54835,-8.59565
10218,,
10219,-57.36454,0.82075
10220,-58.21585,0.79158
10221,,
10222,,
10223,,
10224,,
10225,,
10226,,
10227,,
10228,,
10229,,
10230,,
10231,,
10232,,
10233,,
10234,,
10235,,
10236,-32.11061,7.61653
10237,-6.90783,12.34304
10238,6.18565,10.70753
10239,6.6178,11.16046
10240,6.43199,8.94197
10241,-2.11243,11.52848
10242,-3.31412,14.7093
10243,5.20841,10.9543
10244,5.07183,8.5594
10245,5.43665,8.95469
10246,5.1623,10.33492
10247,4.66792,9.84697
10248,6.96417,10.55991
10249,1.85832,10.31122
10250,0.15115,9.01542
10251,0.4097,11.5204
10252,3.27366,7.79452
10253,1.10591,7.48868
10254,4.03122,8.91426
10255,3.70087,11.74354
10256,4.7901,8.44131
10257,3.75607,8.3496
10258,3.96831,7.40681
10259,3.74056,8.89747
10260,4.39205,8.59094
10261,2.37793,8.77169
10262,6.90032,8.96229
10263,6.27648,11.75199
10264,2.1216,7.62555
10265,2.59679,8.57765
10266,-7.33754,10.05723
10267,-2.08815,11.27509
10268,2.76226,8.89677
10269,3.33188,7.26014
10270,4.41594,7.96099
10271,3.21713,6.92073
10272,3.00657,8.26483
10273,2.10407,5.49136
10274,3.24813,7.78062
10275,3.2784,7.73433
10276,1.96829,8.02857
10277,4.09036,7.5255
10278,4.29579,8.55037
10279,3.37018,8.07594
10280,2.12693,6.72574
10281,8.81716,9.83422
10282,4.82997,8.98961
10283,8.07628,10.11139
10284,3.64618,8.26479
10285,1.94461,8.13897
10286,2.38872,8.68202
10287,-7.72225,9.23416
10288,-21.27818,9.95915
10289,-35.57936,10.23034
10290,-56.26908,7.74368
10291,-66.07436,9.39293
10292,-21.31173,9.30027
10293,3.48516,7.22658
10294,7.42599,10.63515
10295,6.56714,11.61438
10296,4.76546,9.76477
10297,5.46464,10.27059
10298,6.29603,10.43432
10299,6.001,10.09267
10300,2.56264,6.48188
10301,4.26156,8.35843
10302,5.97624,8.6415
10303,6.17211,9.92153
10304,5.76336,10.9956
10305,3.03439,7.73458
10306,1.11953,10.54372
10307,-9.62145,12.15839
10308,1.18508,10.26852
10309,4.86692,9.78006
10310,5.14561,8.11735
10311,2.84998,7.63051
10312,2.72009,6.65297
10313,2.50756,7.81159
10314,5.6112,9.08584
10315,5.37244,10.90096
10316,6.48714,9.6477
10317,4.58497,8.79534
10318,2.83929,7.66234
10319,3.00175,7.4643
10320,5.66072,8.17352
10321,2.33702,7.24298
10322,2.21875,7.21903
10323,3.9588,8.31894
10324,5.50921,8.94239
10325,2.30124,8.01199
10326,2.68244,7.09165
10327,4.61697,8.00369
10328,4.03511,8.05556
10329,1.16276,7.36165
10330,4.2898,7.46796
10331,3.10099,7.73442
10332,3.01357,7.88843
10333,2.93227,8.19107
10334,4.9427,7.74515
10335,3.77772,9.07305
10336,4.58343,8.34167
10337,0.90967,6.57091
10338,8.51892,9.32871
10339,2.85827,8.18634
10340,9.51572,9.68456
10341,3.60136,7.61409
10342,2.4152,7.82879
10343,3.91631,7.73919
10344,3.30259,6.92616
10345,-1.72616,9.1873
10346,5.32813,7.86331
10347,4.91613,7.51121
10348,3.29814,7.58065
10349,2.14079,6.67082
10350,2.56058,7.28936
10351,2.55769,7.98988
10352,2.55054,7.3724
10353,-1.49412,9.65872
10354,2.79435,8.00307
10355,1.55499,6.80358
10356,3.29652,7.59383
10357,2.7439,7.31757
10358,2.25509,6.86107
10359,-0.66826,6.37781
10360,-12.26986,9.25097
10361,-12.08314,5.52017
10362,0.71026,4.77097
10363,0.36031,5.06339
10364,-11.64296,7.16653
10365,-11.98918,8.45855
10366,3.99025,8.51555
10367,2.53145,6.00452
10368,-2.35236,7.84078
10369,-4.32236,6.39298
10370,2.37438,6.56553
10371,2.53372,6.82668
10372,-2.76892,9.6569
10373,-7.30486,11.66986
10374,1.58126,7.23476
10375,5.29046,7.1587
10376,7.28724,5.1417
10377,7.20126,3.15433
10378,2.72002,1.2364
10379,8.02761,0.75114
10380,7.47075,0.08787
10381,6.24684,1.28321
10382,5.80763,3.79179
10383,5.41542,7.07778
10384,3.14703,6.60157
10385,4.25236,7.23595
10386,0.66215,7.78886
10387,5.96836,7.37637
10388,3.50595,7.10148
10389,2.45443,6.90202
10390,3.03074,7.91269
10391,1.88819,7.54307
10392,3.421,7.84455
10393,4.22813,7.01158
10394,-0.85248,8.60257
10395,5.20316,7.34612
10396,3.98338,7.85185
10397,4.27942,7.41802
10398,3.23497,6.91476
10399,3.94078,7.90387
10400,3.88081,8.54193
10401,3.14032,6.91705
10402,0.69346,8.63056
10403,3.11939,7.96813
10404,2.69952,7.38036
10405,4.06175,7.48506
10406,3.24098,7.35881
10407,3.34163,6.8007
10408,1.19267,7.50384
10409,0.27304,7.38443
10410,-2.31266,10.07692
10411,2.91504,7.87669
10412,1.09979,7.01198
10413,3.46988,8.03605
10414,1.57272,6.1409
10415,3.52779,6.93766
10416,1.97254,7.72072
10417,0.79806,7.13318
10418,-1.12772,8.42439
10419,3.62216,8.51125
10420,1.03842,6.06393
10421,3.89768,7.14096
10422,3.28359,7.27123
10423,2.84347,6.56369
10424,1.86483,6.07895
10425,1.64764,7.75013
10426,-0.75758,8.13125
10427,2.43494,7.52313
10428,2.85969,6.21026
10429,2.22579,6.22061
10430,3.63812,6.39234
10431,2.81786,6.53342
10432,2.31633,7.20541
10433,1.00044,8.32623
10434,-0.82657,6.55921
10435,-7.40343,10.06131
10436,3.24674,7.28229
10437,2.12342,5.89937
10438,2.61194,7.22289
10439,2.13593,6.9332
10440,2.89404,6.41348
10441,-1.36055,5.26086
10442,-14.37229,6.0646
10443,-31.59666,4.24711
10444,-48.20848,3.22164
10445,-59.50903,2.69126
10446,,
10447,,
10448,,
10449,,
10450,,
10451,,
10452,,
10453,,
10454,,
10455,,
10456,,
10457,,
10458,,
10459,,
10460,,
10461,,
10462,,
10463,,
10464,,
10465,,
10466,,
10467,,
10468,,
10469,,
10470,,
10471,,
10472,,
10473,,
10474,,
10475,,
10476,,
10477,,
10478,,
10479,,
10480,,
10481,,
10482,,
10483,,
10484,,
10485,,
10486,,
10487,,
10488,,
10489,,
10490,,
10491,,
10492,,
10493,,
10494,,
10495,-8.82333,13.27552
10496,-7.85474,12.29927
10497,-6.52733,13.91037
10498,-8.88266,13.14671
10499,-2.72776,14.13302
10500,-3.16264,13.42612
10501,6.06064,12.0551
10502,8.15177,9.70028
10503,7.28069,11.48533
10504,11.72237,13.36678
10505,9.03058,10.86185
10506,8.31719,11.02293
10507,7.05813,11.04298
10508,4.81788,14.93298
10509,6.92848,10.61375
10510,6.90172,11.61687
10511,-1.06313,17.01665
10512,1.77171,10.27199
10513,6.68991,10.12047
10514,4.36216,10.6792
10515,6.80269,11.82139
10516,5.84277,10.22751
10517,5.13193,9.96413
10518,7.4319,9.59633
10519,6.17425,10.66231
10520,3.51778,9.19359
10521,6.25691,10.44383
10522,3.78434,10.28079
10523,2.72073,10.66955
10524,4.43549,10.37356
10525,5.93474,8.94202
10526,4.7628,9.15079
10527,5.81783,9.58329
10528,-0.1627,16.25232
10529,3.46478,12.89918
10530,5.49253,9.26333
10531,6.1476,10.27032
10532,2.90938,7.6933
10533,4.09158,6.36064
10534,4.59654,11.17672
10535,3.2453,8.10742
10536,5.29292,8.22591
10537,3.29484,7.84354
10538,4.70516,7.70297
10539,-10.4332,14.09796
10540,-17.68824,12.85478
10541,-31.81387,6.84274
10542,-8.19312,8.35731
10543,4.48359,7.85323
10544,5.76793,10.73619
10545,8.57231,13.38995
10546,8.29019,10.06487
10547,8.01815,12.21776
10548,8.06188,11.95545
10549,2.52885,12.58612
10550,5.91681,9.99818
10551,6.4896,9.44715
10552,-0.58845,16.10185
10553,-2.95885,12.04084
10554,3.69689,9.98468
10555,4.66194,10.12657
10556,5.2493,12.28175
10557,10.23246,11.61932
10558,6.71559,11.3361
10559,6.03209,9.70966
10560,4.10206,11.4012
10561,2.96747,9.77101
10562,4.37609,8.63746
10563,-0.91328,14.21746
10564,0.25974,12.49215
10565,3.85803,7.55869
10566,4.2049,8.69426
10567,4.1191,9.07043
10568,5.72606,12.82205
10569,-1.20933,16.31373
10570,2.31983,13.19021
10571,4.16526,9.25861
10572,5.73244,9.57659
10573,3.95319,7.82775
10574,4.12704,6.71719
10575,4.58021,9.90998
10576,6.20234,11.81784
10577,4.75343,8.84652
10578,4.13798,7.38773
10579,3.40275,8.64035
10580,-0.50938,13.76916
10581,3.51006,12.04042
10582,3.91395,7.09844
10583,7.67705,8.52954
10584,7.89186,11.3291
10585,4.88962,13.38977
10586,7.28151,9.36466
10587,9.70064,12.92111
10588,7.54268,10.81841
10589,5.89974,9.76528
10590,10.06913,14.79095
10591,-0.0566,17.60717
10592,8.61015,12.50673
10593,8.90895,10.3012
10594,4.43322,9.15938
10595,7.59465,11.55831
10596,4.8149,8.9682
10597,5.23926,6.53757
10598,2.96266,8.20032
10599,4.16276,10.02108
10600,2.92283,9.24444
10601,1.96622,8.76994
10602,0.9094,14.24401
10603,2.60744,9.79533
10604,5.11408,9.968
10605,4.6608,7.71412
10606,3.782,8.22336
10607,3.34627,8.44047
10608,-4.85484,13.67153
10609,-6.08508,14.42204
10610,-8.2879,14.17106
10611,-8.83714,14.38747
10612,-8.02129,14.27076
10613,-11.31795,14.3673
10614,-11.266,13.63186
10615,-8.52665,12.9012
10616,-9.35146,14.66152
10617,-8.90068,13.44956
10618,-9.49558,13.46655
10619,-0.17805,12.53984
10620,10.6481,10.09163
10621,7.79096,8.38137
10622,8.5574,11.5444
10623,7.55325,9.98096
10624,7.19681,9.04286
10625,8.8494,10.94502
10626,6.97698,9.84521
10627,6.68463,7.47575
10628,5.27422,9.8832
10629,8.55329,9.17831
10630,8.58226,10.12732
10631,7.37798,10.29592
10632,6.90377,9.04851
10633,8.26725,8.21062
10634,6.86881,9.47987
10635,4.54369,7.61995
10636,5.08741,8.39436
10637,7.73915,9.59805
10638,10.91103,8.78266
10639,8.99942,7.88633
10640,11.23672,9.05094
10641,10.25134,8.65056
10642,8.59778,8.89941
10643,8.69994,12.70242
10644,8.51692,10.06247
10645,11.05648,10.20993
10646,8.08304,7.8619
10647,11.89853,8.70388
10648,11.3494,9.30542
10649,-0.63461,14.70587
10650,4.8361,13.35826
10651,5.34733,10.10503
10652,3.23572,11.05112
10653,6.96803,10.45913
10654,4.37511,10.5207
10655,3.38051,9.88467
10656,6.13367,10.23381
10657,-2.3716,11.72248
10658,5.25179,9.13535
10659,5.16238,9.88227
10660,3.09077,12.91233
10661,4.2423,10.52418
10662,2.83521,7.18973
10663,5.02885,8.55243
10664,4.28367,9.57567
10665,-0.2462,16.05262
10666,-4.09585,15.75677
10667,1.42021,6.85625
10668,2.67292,4.72549
10669,5.02857,9.12263
10670,4.0372,9.11597
10671,4.32375,8.00354
10672,2.93189,12.48814
10673,5.46467,9.84148
10674,4.79365,8.36433
10675,3.29353,7.59583
10676,2.45131,9.25655
10677,5.32013,11.75339
10678,7.12466,7.20857
10679,6.3972,3.58181
10680,9.80518,8.11143
10681,7.40878,5.66047
10682,13.19788,7.48504
10683,11.23268,8.97847
10684,11.97688,8.04273
10685,8.26113,1.30943
10686,8.95453,8.65364
10687,-6.0564,13.87242
10688,8.6802,14.94274
10689,12.30086,13.43591
10690,6.89409,9.78377
10691,6.16142,9.80044
10692,8.09949,12.23643
10693,7.11024,8.10688
10694,5.87049,7.73321
10695,2.15709,8.55012
10696,6.26531,9.11548
10697,3.45536,6.81475
10698,3.45632,7.81497
10699,0.01666,13.96377
10700,3.09056,8.52977
10701,5.08408,9.12051
10702,5.49064,7.75145
10703,4.99115,5.2594
10704,4.683,7.27263
10705,5.37681,13.44988
10706,3.64177,7.38744
10707,4.68311,9.29581
